,co2,temp,humidity,pressure,gas_resistance,pm1_0,pm2_5,pm4_0,pm10_0,pnc_0_5,pnc_1_0,pnc_2_5,pnc_4_0,pnc_10_0,tps,
[2026-05-06 14:50:57.395] ,450,28.87,28,100549.12,254283.58,1.58,1.7,1.73,1.74,11.05,12.57,12.64,12.65,12.65,0.47,
[2026-05-06 14:51:02.413] ,450,28.87,28,100549.13,256577.3,1.54,1.65,1.67,1.69,10.72,12.19,12.26,12.27,12.27,0.47,
[2026-05-06 14:51:07.426] ,449,28.88,27.97,100548.54,257545.27,1.53,1.64,1.66,1.68,10.65,12.12,12.18,12.19,12.19,0.47,
[2026-05-06 14:51:12.435] ,449,28.89,27.99,100548.97,255616.58,1.5,1.62,1.64,1.65,10.48,11.92,11.99,11.99,11.99,0.47,
[2026-05-06 14:51:17.456] ,448,28.88,28.17,100550.01,254663.02,1.49,1.6,1.62,1.63,10.37,11.8,11.87,11.87,11.87,0.47,
[2026-05-06 14:51:22.463] ,448,28.87,28.29,100548.84,255616.58,1.44,1.54,1.56,1.58,10.02,11.39,11.46,11.46,11.47,0.47,
[2026-05-06 14:51:27.477] ,449,28.86,28.15,100549.75,258716.53,1.34,1.44,1.45,1.46,9.32,10.6,10.66,10.66,10.66,0.47,
[2026-05-06 14:51:32.495] ,450,28.86,27.94,100549.6,259898.48,1.25,1.34,1.36,1.37,8.71,9.91,9.97,9.97,9.97,0.47,
[2026-05-06 14:51:37.508] ,449,28.86,27.9,100547.98,258324.92,1.37,1.47,1.48,1.49,9.52,10.83,10.89,10.9,10.9,0.46,
[2026-05-06 14:51:42.525] ,448,28.86,27.94,100548.36,255043.59,1.77,1.9,1.92,1.94,12.35,14.04,14.12,14.12,14.13,0.47,
[2026-05-06 14:51:47.531] ,449,28.87,28.06,100548.38,258324.92,2.09,2.24,2.27,2.28,14.56,16.56,16.65,16.66,16.66,0.47,
[2026-05-06 14:51:52.548] ,449,28.87,28.14,100548.88,257351.09,2.17,2.33,2.36,2.38,15.17,17.25,17.34,17.35,17.35,0.47,
[2026-05-06 14:51:57.560] ,451,28.84,28.19,100548.46,257157.2,2.3,2.47,2.5,2.52,16.07,18.27,18.37,18.38,18.38,0.47,
[2026-05-06 14:52:02.576] ,450,28.84,28.28,100548.91,259306.16,2.34,2.51,2.54,2.56,16.32,18.55,18.65,18.66,18.67,0.47,
[2026-05-06 14:52:07.593] ,450,28.84,28.36,100547.24,261691.8,2.43,2.61,2.64,2.65,16.95,19.27,19.37,19.38,19.39,0.46,
[2026-05-06 14:52:12.606] ,449,28.86,28.41,100548.62,260294.86,2.58,2.77,2.8,2.82,18.04,20.51,20.62,20.63,20.63,0.46,
[2026-05-06 14:52:17.614] ,448,28.86,28.45,100547.73,258324.92,2.55,2.74,2.77,2.78,17.83,20.27,20.37,20.38,20.39,0.46,
[2026-05-06 14:52:22.625] ,447,28.85,28.49,100548.89,258716.53,2.43,2.6,2.63,2.64,16.94,19.25,19.35,19.36,19.36,0.46,
[2026-05-06 14:52:27.645] ,446,28.85,28.42,100548.53,261091.28,2.39,2.57,2.59,2.61,16.72,19.01,19.11,19.12,19.12,0.46,
[2026-05-06 14:52:32.652] ,445,28.84,28.37,100549.39,259306.16,2.2,2.35,2.38,2.39,15.34,17.44,17.53,17.53,17.54,0.46,
[2026-05-06 14:52:37.669] ,446,28.85,28.18,100547.31,261291.14,2.15,2.3,2.32,2.34,15.02,17.07,17.16,17.17,17.17,0.46,
[2026-05-06 14:52:42.682] ,446,28.86,27.92,100548.42,259700.73,2.2,2.35,2.37,2.38,15.34,17.43,17.52,17.53,17.53,0.46,
[2026-05-06 14:52:47.691] ,446,28.86,27.77,100548.35,257934.52,2.25,2.41,2.43,2.45,15.75,17.89,17.98,17.99,17.99,0.46,
[2026-05-06 14:52:52.705] ,446,28.87,27.67,100547.84,257157.2,2.07,2.22,2.24,2.25,14.49,16.47,16.55,16.56,16.56,0.46,
[2026-05-06 14:52:57.727] ,444,28.88,27.7,100548.17,256963.61,2,2.14,2.16,2.17,14.01,15.92,16,16,16,0.46,
[2026-05-06 14:53:02.735] ,446,28.88,27.68,100548.2,258129.56,1.97,2.11,2.13,2.14,13.76,15.64,15.72,15.72,15.72,0.46,
[2026-05-06 14:53:07.751] ,446,28.89,27.6,100548.97,258324.92,1.78,1.91,1.92,1.93,12.45,14.15,14.22,14.22,14.23,0.46,
[2026-05-06 14:53:12.756] ,448,28.87,27.62,100548.6,260294.86,1.74,1.86,1.88,1.89,12.18,13.84,13.91,13.92,13.92,0.46,
[2026-05-06 14:53:17.770] ,448,28.87,27.89,100547.95,260294.86,1.85,1.98,1.99,2,12.91,14.67,14.74,14.75,14.75,0.46,
[2026-05-06 14:53:22.788] ,449,28.87,28.07,100547.41,259700.73,2.16,2.31,2.33,2.34,15.08,17.13,17.21,17.22,17.22,0.47,
[2026-05-06 14:53:27.795] ,450,28.88,28.2,100546.49,261091.28,2.23,2.38,2.4,2.41,15.55,17.67,17.76,17.77,17.77,0.46,
[2026-05-06 14:53:32.811] ,449,28.89,28.3,100548.41,260096.52,2.24,2.4,2.42,2.43,15.69,17.82,17.91,17.91,17.92,0.46,
[2026-05-06 14:53:37.825] ,451,28.87,28.37,100549.98,261091.28,2.26,2.41,2.43,2.44,15.78,17.92,18.01,18.02,18.02,0.46,
[2026-05-06 14:53:42.835] ,451,28.85,28.42,100549.2,262295.09,2.4,2.56,2.58,2.59,16.78,19.06,19.15,19.16,19.16,0.45,
[2026-05-06 14:53:47.845] ,453,28.84,28.47,100548.13,261291.14,2.53,2.7,2.72,2.73,17.71,20.11,20.2,20.21,20.21,0.45,
[2026-05-06 14:53:52.866] ,454,28.84,28.5,100548.73,260493.52,2.48,2.64,2.66,2.67,17.33,19.68,19.77,19.78,19.78,0.45,
[2026-05-06 14:53:57.879] ,456,28.84,28.48,100547.73,260294.86,2.53,2.69,2.71,2.72,17.69,20.08,20.17,20.18,20.18,0.45,
[2026-05-06 14:54:02.885] ,456,28.84,28.29,100548.84,259700.73,2.65,2.82,2.84,2.84,18.54,21.05,21.14,21.15,21.15,0.45,
[2026-05-06 14:54:07.901] ,456,28.84,28.09,100547.91,259109.31,2.62,2.79,2.8,2.81,18.34,20.82,20.91,20.91,20.91,0.45,
[2026-05-06 14:54:12.915] ,455,28.84,27.91,100548.02,259503.3,2.79,2.96,2.98,2.98,19.5,22.13,22.23,22.24,22.24,0.45,
[2026-05-06 14:54:17.925] ,454,28.85,27.83,100546.76,260096.52,2.89,3.07,3.08,3.09,20.21,22.93,23.03,23.04,23.04,0.44,
[2026-05-06 14:54:22.943] ,455,28.86,27.84,100548.12,260493.52,2.87,3.05,3.06,3.07,20.07,22.78,22.88,22.88,22.89,0.44,
[2026-05-06 14:54:27.955] ,453,28.86,27.7,100547.08,259306.16,2.82,3,3.01,3.02,19.75,22.42,22.51,22.52,22.52,0.44,
[2026-05-06 14:54:32.970] ,451,28.86,27.56,100547.45,261491.31,2.8,2.98,2.99,2.99,19.63,22.28,22.37,22.38,22.38,0.44,
[2026-05-06 14:54:37.975] ,450,28.87,27.45,100546.62,260493.52,2.88,3.06,3.07,3.08,20.19,22.91,23,23.01,23.01,0.44,
[2026-05-06 14:54:42.992] ,450,28.88,27.41,100547.37,260493.52,3.21,3.41,3.42,3.42,22.47,25.5,25.6,25.61,25.61,0.45,
[2026-05-06 14:54:48.005] ,449,28.88,27.38,100546.08,260692.47,3.4,3.61,3.62,3.63,23.81,27.01,27.12,27.13,27.13,0.46,
[2026-05-06 14:54:53.015] ,448,28.89,27.36,100546.24,261892.58,3.43,3.64,3.65,3.66,24.01,27.25,27.36,27.37,27.37,0.46,
[2026-05-06 14:54:58.032] ,449,28.88,27.55,100545.24,262093.67,3.38,3.59,3.6,3.61,23.67,26.86,26.97,26.98,26.98,0.45,
[2026-05-06 14:55:03.042] ,448,28.88,27.84,100545.76,258912.77,3.24,3.44,3.45,3.46,22.69,25.75,25.85,25.86,25.86,0.45,
[2026-05-06 14:55:08.056] ,448,28.87,28.08,100546.33,260294.86,3.33,3.53,3.55,3.55,23.32,26.46,26.56,26.57,26.57,0.44,
[2026-05-06 14:55:13.065] ,447,28.88,28.22,100545.91,259109.31,3.44,3.65,3.66,3.67,24.1,27.33,27.44,27.45,27.45,0.44,
[2026-05-06 14:55:18.080] ,448,28.88,28.3,100545.45,257545.27,3.64,3.86,3.87,3.88,25.5,28.93,29.04,29.05,29.05,0.44,
[2026-05-06 14:55:23.086] ,449,28.88,28.33,100545.33,258129.56,3.66,3.88,3.89,3.89,25.61,29.05,29.17,29.18,29.18,0.45,
[2026-05-06 14:55:28.104] ,449,28.88,28.37,100546.44,258324.92,3.92,4.15,4.16,4.17,27.44,31.12,31.25,31.25,31.26,0.45,
[2026-05-06 14:55:33.111] ,447,28.88,28.34,100545.45,258324.92,4.3,4.57,4.58,4.58,30.17,34.22,34.35,34.36,34.36,0.45,
[2026-05-06 14:55:38.123] ,445,28.85,28.22,100544.72,260096.52,4.6,4.87,4.89,4.89,32.21,36.54,36.68,36.69,36.7,0.45,
[2026-05-06 14:55:43.135] ,446,28.85,28.23,100545.66,260891.72,4.79,5.08,5.09,5.1,33.59,38.1,38.25,38.26,38.26,0.44,
[2026-05-06 14:55:48.148] ,444,28.85,28.1,100547.08,260493.52,4.77,5.06,5.07,5.08,33.45,37.94,38.08,38.09,38.1,0.44,
[2026-05-06 14:55:53.161] ,443,28.84,28.09,100546.48,261691.8,4.91,5.2,5.21,5.22,34.39,39.01,39.16,39.17,39.17,0.45,
[2026-05-06 14:55:58.182] ,445,28.82,28.18,100545.07,261291.14,5.03,5.33,5.34,5.35,35.25,39.98,40.13,40.14,40.15,0.45,
[2026-05-06 14:56:03.192] ,445,28.83,28.31,100545.87,261291.14,5.25,5.56,5.57,5.58,36.8,41.74,41.9,41.91,41.91,0.45,
[2026-05-06 14:56:08.206] ,446,28.82,28.39,100545.81,260493.52,5.45,5.78,5.79,5.79,38.22,43.34,43.51,43.52,43.52,0.44,
[2026-05-06 14:56:13.219] ,445,28.81,28.35,100545.47,263713.62,5.29,5.61,5.62,5.62,37.12,42.09,42.25,42.26,42.27,0.45,
[2026-05-06 14:56:18.225] ,445,28.82,28.05,100544.94,263103.81,5.31,5.62,5.64,5.64,37.2,42.19,42.35,42.36,42.36,0.45,
[2026-05-06 14:56:23.243] ,443,28.83,27.98,100545.43,260692.47,5.36,5.68,5.69,5.7,37.54,42.58,42.74,42.75,42.76,0.46,
[2026-05-06 14:56:28.251] ,440,28.84,28.1,100545.14,261291.14,5.43,5.76,5.77,5.78,38.04,43.15,43.32,43.33,43.33,0.45,
[2026-05-06 14:56:33.261] ,438,28.85,28.23,100546.71,260692.47,5.46,5.79,5.8,5.81,38.28,43.42,43.59,43.6,43.61,0.45,
[2026-05-06 14:56:38.280] ,439,28.84,28.31,100546.59,260891.72,5.55,5.89,5.9,5.91,38.93,44.15,44.33,44.34,44.34,0.45,
[2026-05-06 14:56:43.289] ,441,28.84,28.28,100547.12,260096.52,5.84,6.19,6.21,6.22,40.94,46.43,46.61,46.62,46.63,0.45,
[2026-05-06 14:56:48.305] ,443,28.85,28.33,100547.14,260692.47,5.95,6.31,6.33,6.34,41.72,47.32,47.51,47.52,47.52,0.46,
[2026-05-06 14:56:53.315] ,443,28.85,28.35,100545.54,258912.77,6.41,6.8,6.82,6.83,44.89,50.92,51.12,51.14,51.14,0.46,
[2026-05-06 14:56:58.325] ,443,28.85,28.39,100547.1,259700.73,6.53,6.93,6.96,6.97,45.74,51.89,52.1,52.12,52.12,0.46,
[2026-05-06 14:57:03.339] ,443,28.84,28.22,100548.89,260891.72,6.51,6.91,6.94,6.95,45.59,51.72,51.94,51.95,51.96,0.46,
[2026-05-06 14:57:08.355] ,442,28.84,28.19,100548.28,261091.28,6.16,6.54,6.57,6.58,43.12,48.93,49.13,49.15,49.15,0.46,
[2026-05-06 14:57:13.368] ,442,28.84,28.29,100547.79,260493.52,5.64,5.99,6.01,6.03,39.47,44.79,44.98,44.99,44.99,0.45,
[2026-05-06 14:57:18.386] ,441,28.84,28.27,100547.9,261892.58,5.73,6.09,6.11,6.12,40.11,45.51,45.7,45.72,45.72,0.46,
[2026-05-06 14:57:23.393] ,441,28.84,28.28,100547.41,261291.14,5.89,6.26,6.29,6.3,41.25,46.81,47.01,47.02,47.03,0.46,
[2026-05-06 14:57:28.409] ,439,28.84,28.35,100546.02,260294.86,6.13,6.52,6.55,6.57,42.94,48.73,48.94,48.95,48.96,0.47,
[2026-05-06 14:57:33.420] ,440,28.82,28.38,100545.68,261091.28,6.13,6.52,6.55,6.57,42.89,48.69,48.9,48.91,48.92,0.47,
[2026-05-06 14:57:38.433] ,440,28.82,28.2,100546.19,260096.52,5.87,6.25,6.29,6.31,41.07,46.63,46.83,46.85,46.86,0.48,
[2026-05-06 14:57:43.450] ,439,28.84,28.02,100545.78,262093.67,5.83,6.21,6.25,6.28,40.79,46.31,46.52,46.54,46.55,0.47,
[2026-05-06 14:57:48.465] ,438,28.84,28.04,100546.14,257934.52,5.94,6.33,6.37,6.39,41.56,47.19,47.4,47.42,47.42,0.47,
[2026-05-06 14:57:53.480] ,437,28.84,28.19,100546.05,260891.72,6.16,6.56,6.6,6.63,43.08,48.92,49.14,49.16,49.16,0.46,
[2026-05-06 14:57:58.492] ,436,28.84,28.33,100546.37,260294.86,6.29,6.7,6.74,6.76,43.98,49.93,50.15,50.17,50.18,0.46,
[2026-05-06 14:58:03.507] ,435,28.83,28.37,100545.23,260096.52,6.25,6.66,6.7,6.72,43.74,49.66,49.88,49.9,49.9,0.47,
[2026-05-06 14:58:08.525] ,434,28.83,28.11,100546.59,260493.52,6.37,6.79,6.83,6.85,44.59,50.62,50.85,50.86,50.87,0.47,
[2026-05-06 14:58:13.535] ,436,28.84,27.83,100546.41,260891.72,6.22,6.63,6.67,6.69,43.55,49.45,49.67,49.69,49.69,0.47,
[2026-05-06 14:58:18.541] ,435,28.84,27.8,100547.09,260294.86,6.06,6.45,6.5,6.52,42.36,48.1,48.32,48.34,48.34,0.48,
[2026-05-06 14:58:23.555] ,435,28.83,28.03,100547.12,259898.48,6.16,6.57,6.62,6.65,43.1,48.95,49.17,49.19,49.2,0.48,
[2026-05-06 14:58:28.570] ,435,28.81,28.22,100544.61,259700.73,6.67,7.12,7.17,7.2,46.65,52.98,53.23,53.25,53.25,0.47,
[2026-05-06 14:58:33.586] ,433,28.79,28.4,100545.31,260493.52,6.65,7.09,7.14,7.17,46.49,52.79,53.04,53.06,53.06,0.47,
[2026-05-06 14:58:38.595] ,433,28.8,28.49,100544.76,260493.52,6.51,6.94,6.98,7.01,45.5,51.67,51.91,51.93,51.93,0.47,
[2026-05-06 14:58:43.614] ,434,28.79,28.53,100545.39,260891.72,6.47,6.9,6.94,6.97,45.24,51.37,51.61,51.62,51.63,0.47,
[2026-05-06 14:58:48.625] ,433,28.79,28.54,100544.47,260692.47,6.43,6.86,6.91,6.93,45.01,51.11,51.34,51.36,51.37,0.48,
[2026-05-06 14:58:53.635] ,434,28.79,28.53,100545.95,260294.86,6.43,6.86,6.91,6.94,44.98,51.08,51.32,51.34,51.34,0.49,
[2026-05-06 14:58:58.650] ,432,28.78,28.47,100544.88,260493.52,6.6,7.05,7.1,7.13,46.15,52.42,52.67,52.69,52.69,0.49,
[2026-05-06 14:59:03.662] ,433,28.78,28.28,100544.5,263917.53,6.56,7,7.06,7.09,45.83,52.06,52.31,52.33,52.34,0.49,
[2026-05-06 14:59:08.678] ,434,28.79,28,100546.02,264326.28,6.56,7.01,7.07,7.11,45.88,52.13,52.38,52.4,52.41,0.48,
[2026-05-06 14:59:13.686] ,436,28.79,27.76,100544.18,263103.81,6.44,6.88,6.95,6.98,45.01,51.14,51.39,51.41,51.42,0.49,
[2026-05-06 14:59:18.699] ,438,28.79,27.62,100543.94,264326.28,6.2,6.63,6.69,6.73,43.32,49.23,49.47,49.49,49.5,0.49,
[2026-05-06 14:59:23.709] ,436,28.81,27.52,100545.22,263510.03,6.13,6.56,6.62,6.66,42.83,48.68,48.92,48.94,48.95,0.48,
[2026-05-06 14:59:28.723] ,437,28.81,27.52,100545.83,262698.81,6.26,6.69,6.75,6.79,43.73,49.69,49.94,49.96,49.96,0.48,
[2026-05-06 14:59:33.745] ,437,28.82,27.63,100545.08,263713.62,6.5,6.94,7,7.03,45.4,51.58,51.83,51.85,51.86,0.48,
[2026-05-06 14:59:38.755] ,438,28.81,27.57,100545.24,263306.75,6.86,7.32,7.38,7.41,47.92,54.44,54.7,54.72,54.73,0.48,
[2026-05-06 14:59:43.763] ,438,28.8,27.42,100544.27,265147.59,7.43,7.93,8,8.03,51.9,58.96,59.25,59.27,59.28,0.49,
[2026-05-06 14:59:48.786] ,435,28.8,27.34,100544.9,264121.75,7.43,7.95,8.02,8.06,51.95,59.03,59.32,59.35,59.35,0.49,
[2026-05-06 14:59:53.794] ,434,28.81,27.29,100544.88,262496.78,7.39,7.91,7.99,8.03,51.6,58.65,58.94,58.97,58.98,0.5,
[2026-05-06 14:59:58.806] ,433,28.82,27.24,100545.32,263713.62,7.19,7.7,7.78,7.82,50.18,57.04,57.33,57.36,57.37,0.5,
[2026-05-06 15:00:03.823] ,433,28.82,27.23,100544.55,264531.12,7.17,7.68,7.76,7.81,50.03,56.88,57.17,57.2,57.2,0.5,
[2026-05-06 15:00:08.836] ,433,28.83,27.18,100545.29,261291.14,6.9,7.4,7.48,7.52,48.17,54.77,55.06,55.08,55.09,0.49,
[2026-05-06 15:00:13.846] ,429,28.83,27.15,100545.04,263103.81,6.65,7.13,7.21,7.25,46.44,52.79,53.07,53.09,53.1,0.49,
[2026-05-06 15:00:18.863] ,429,28.82,27.13,100544.73,262093.67,7.09,7.6,7.68,7.73,49.47,56.25,56.54,56.57,56.58,0.49,
[2026-05-06 15:00:23.876] ,428,28.83,27.13,100545.98,261691.8,7.59,8.14,8.23,8.27,53.01,60.27,60.58,60.61,60.62,0.48,
[2026-05-06 15:00:28.886] ,428,28.83,27.19,100545.84,260294.86,7.79,8.35,8.44,8.48,54.39,61.84,62.15,62.18,62.19,0.49,
[2026-05-06 15:00:33.895] ,431,28.83,27.52,100544.13,260692.47,8.11,8.69,8.79,8.84,56.6,64.35,64.69,64.72,64.73,0.49,
[2026-05-06 15:00:38.911] ,432,28.81,27.63,100544.77,259109.31,8.12,8.7,8.81,8.86,56.64,64.41,64.75,64.78,64.79,0.49,
[2026-05-06 15:00:43.925] ,430,28.81,27.59,100545.22,262295.09,8.34,8.94,9.05,9.1,58.19,66.17,66.52,66.55,66.56,0.49,
[2026-05-06 15:00:48.941] ,433,28.8,27.46,100546.21,263510.03,8.75,9.39,9.5,9.56,61.08,69.46,69.83,69.86,69.87,0.49,
[2026-05-06 15:00:53.947] ,431,28.81,27.36,100545.66,261291.14,9.42,10.11,10.23,10.29,65.78,74.8,75.2,75.23,75.24,0.49,
[2026-05-06 15:00:58.961] ,431,28.81,27.3,100544.74,262093.67,9.67,10.38,10.5,10.57,67.52,76.78,77.19,77.23,77.24,0.49,
[2026-05-06 15:01:03.975] ,430,28.8,27.3,100546.8,260891.72,9.57,10.27,10.39,10.45,66.75,75.91,76.32,76.36,76.37,0.49,
[2026-05-06 15:01:08.992] ,429,28.8,27.42,100543.63,262295.09,9.79,10.51,10.64,10.7,68.34,77.72,78.14,78.18,78.19,0.49,
[2026-05-06 15:01:14.007] ,431,28.79,27.62,100544.47,261291.14,9.82,10.54,10.66,10.73,68.56,77.97,78.38,78.42,78.43,0.49,
[2026-05-06 15:01:19.015] ,431,28.8,27.84,100544.67,261491.31,9.6,10.29,10.41,10.47,66.97,76.15,76.56,76.59,76.6,0.48,
[2026-05-06 15:01:24.028] ,431,28.8,27.68,100544.73,263103.81,9.22,9.89,10,10.05,64.4,73.21,73.6,73.63,73.64,0.48,
[2026-05-06 15:01:29.040] ,429,28.75,27.77,100547.45,260891.72,9.08,9.72,9.83,9.88,63.39,72.06,72.43,72.46,72.47,0.47,
[2026-05-06 15:01:34.054] ,429,28.75,28.04,100544.99,261091.28,8.93,9.56,9.65,9.7,62.4,70.92,71.28,71.31,71.32,0.47,
[2026-05-06 15:01:39.071] ,430,28.75,28.2,100546.24,261091.28,8.64,9.23,9.32,9.36,60.34,68.57,68.91,68.93,68.94,0.47,
[2026-05-06 15:01:44.088] ,430,28.73,28.26,100546.22,262698.81,8.47,9.05,9.13,9.17,59.21,67.27,67.6,67.62,67.63,0.48,
[2026-05-06 15:01:49.099] ,431,28.73,28.31,100545.33,262093.67,8.67,9.26,9.33,9.37,60.58,68.82,69.15,69.18,69.19,0.47,
[2026-05-06 15:01:54.114] ,431,28.67,28.27,100545.2,264121.75,9.21,9.83,9.9,9.94,64.4,73.14,73.48,73.51,73.52,0.47,
[2026-05-06 15:01:59.130] ,430,28.65,28.2,100544.73,265147.59,9.76,10.41,10.48,10.52,68.26,77.51,77.87,77.9,77.91,0.47,
[2026-05-06 15:02:04.135] ,430,28.64,28.27,100544.19,265147.59,9.97,10.63,10.7,10.74,69.73,79.19,79.55,79.58,79.59,0.48,
[2026-05-06 15:02:09.149] ,429,28.64,28.34,100544.86,263306.75,10.04,10.71,10.78,10.82,70.25,79.77,80.14,80.16,80.17,0.48,
[2026-05-06 15:02:14.166] ,428,28.66,28.38,100544.88,264531.12,10.17,10.85,10.92,10.96,71.12,80.77,81.14,81.17,81.18,0.49,
[2026-05-06 15:02:19.184] ,426,28.67,28.39,100546.09,264121.75,10.54,11.25,11.34,11.38,73.69,83.71,84.1,84.13,84.14,0.49,
[2026-05-06 15:02:24.196] ,425,28.63,28.38,100548.16,263713.62,11.08,11.83,11.92,11.97,77.42,87.95,88.37,88.41,88.42,0.49,
[2026-05-06 15:02:29.205] ,427,28.64,28.43,100548.91,263103.81,11.06,11.81,11.91,11.96,77.3,87.82,88.24,88.28,88.29,0.48,
[2026-05-06 15:02:34.221] ,427,28.66,28.45,100549.99,261091.28,10.73,11.47,11.56,11.62,74.98,85.19,85.6,85.63,85.64,0.49,
[2026-05-06 15:02:39.235] ,427,28.66,28.46,100549.11,262496.78,10.77,11.51,11.62,11.68,75.22,85.48,85.91,85.94,85.95,0.5,
[2026-05-06 15:02:44.251] ,427,28.67,28.48,100546.58,262295.09,10.75,11.5,11.61,11.67,75.08,85.33,85.76,85.79,85.8,0.49,
[2026-05-06 15:02:49.265] ,427,28.69,28.49,100547.84,262295.09,10.55,11.29,11.4,11.45,73.7,83.76,84.18,84.21,84.22,0.49,
[2026-05-06 15:02:54.283] ,427,28.68,28.51,100548.09,261291.14,10.11,10.81,10.92,10.97,70.6,80.23,80.63,80.67,80.68,0.49,
[2026-05-06 15:02:59.296] ,428,28.69,28.52,100546.66,260096.52,10.28,11,11.11,11.16,71.85,81.65,82.06,82.09,82.1,0.48,
[2026-05-06 15:03:04.306] ,428,28.71,28.51,100546.16,259898.48,10.78,11.54,11.65,11.71,75.33,85.61,86.04,86.07,86.08,0.49,
[2026-05-06 15:03:09.320] ,429,28.67,28.49,100546.06,263713.62,11.12,11.91,12.04,12.1,77.66,88.27,88.73,88.77,88.78,0.5,
[2026-05-06 15:03:14.335] ,428,28.62,28.64,100546.88,262496.78,11.52,12.35,12.49,12.56,80.39,91.41,91.89,91.93,91.94,0.49,
[2026-05-06 15:03:19.349] ,430,28.63,28.84,100546.35,260891.72,11.64,12.48,12.63,12.7,81.28,92.42,92.9,92.95,92.96,0.49,
[2026-05-06 15:03:24.357] ,431,28.64,28.96,100546.54,259700.73,11.54,12.36,12.5,12.57,80.54,91.56,92.04,92.08,92.09,0.49,
[2026-05-06 15:03:29.375] ,430,28.65,28.95,100546.07,258520.58,11.55,12.38,12.52,12.59,80.62,91.67,92.15,92.19,92.2,0.5,
[2026-05-06 15:03:34.383] ,429,28.65,28.8,100547.05,259898.48,11.5,12.34,12.48,12.56,80.26,91.26,91.75,91.79,91.8,0.5,
[2026-05-06 15:03:39.403] ,429,28.67,28.68,100546.38,261691.8,12.33,13.24,13.4,13.49,86.02,97.83,98.36,98.41,98.42,0.5,
[2026-05-06 15:03:44.415] ,427,28.67,28.6,100545.47,262698.81,13.31,14.3,14.49,14.58,92.81,105.58,106.16,106.22,106.23,0.5,
[2026-05-06 15:03:49.425] ,428,28.68,28.6,100546.13,262093.67,13.89,14.92,15.12,15.23,96.84,110.17,110.78,110.84,110.85,0.5,
[2026-05-06 15:03:54.443] ,428,28.7,28.66,100544.42,260096.52,14.05,15.1,15.3,15.4,98.01,111.5,112.11,112.17,112.19,0.49,
[2026-05-06 15:03:59.451] ,425,28.7,28.69,100543.62,260692.47,14.01,15.05,15.24,15.35,97.69,111.13,111.74,111.8,111.81,0.48,
[2026-05-06 15:04:04.466] ,425,28.7,28.7,100545.12,260891.72,13.85,14.89,15.09,15.2,96.55,109.85,110.47,110.52,110.54,0.49,
[2026-05-06 15:04:09.473] ,427,28.7,28.73,100547.2,260692.47,13.25,14.27,14.48,14.59,92.36,105.12,105.72,105.78,105.79,0.5,
[2026-05-06 15:04:14.495] ,427,28.69,28.74,100546.62,261491.31,13.14,14.16,14.37,14.48,91.57,104.23,104.83,104.89,104.91,0.5,
[2026-05-06 15:04:19.505] ,429,28.7,28.72,100547.38,261892.58,13.47,14.51,14.72,14.84,93.85,106.82,107.44,107.5,107.52,0.49,
[2026-05-06 15:04:24.515] ,429,28.68,28.81,100547.69,260692.47,13.99,15.06,15.28,15.39,97.52,110.98,111.61,111.67,111.69,0.49,
[2026-05-06 15:04:29.535] ,430,28.69,28.95,100545.35,260294.86,14.62,15.73,15.95,16.06,101.96,116.02,116.67,116.73,116.75,0.49,
[2026-05-06 15:04:34.545] ,431,28.7,28.93,100546.73,260294.86,14.99,16.11,16.32,16.43,104.57,118.96,119.61,119.67,119.69,0.48,
[2026-05-06 15:04:39.565] ,431,28.72,28.94,100546.94,259898.48,15.39,16.51,16.7,16.8,107.39,122.11,122.76,122.82,122.84,0.47,
[2026-05-06 15:04:44.575] ,432,28.73,28.98,100546.44,257545.27,15.09,16.16,16.33,16.42,105.4,119.81,120.42,120.48,120.49,0.47,
[2026-05-06 15:04:49.590] ,434,28.73,29.01,100547.29,258716.53,14.13,15.12,15.26,15.33,98.72,112.19,112.75,112.79,112.81,0.48,
[2026-05-06 15:04:54.606] ,435,28.74,29.03,100547.23,259109.31,13.83,14.79,14.93,15,96.62,109.8,110.34,110.39,110.4,0.47,
[2026-05-06 15:04:59.616] ,436,28.73,29.12,100547.82,258716.53,13.6,14.54,14.66,14.73,95.02,107.97,108.5,108.54,108.56,0.48,
[2026-05-06 15:05:04.635] ,437,28.73,29.31,100547.38,258324.92,13.59,14.53,14.66,14.73,95,107.94,108.47,108.51,108.53,0.47,
[2026-05-06 15:05:09.639] ,436,28.71,29.59,100548.81,257545.27,13.2,14.12,14.25,14.31,92.25,104.83,105.34,105.39,105.4,0.48,
[2026-05-06 15:05:14.655] ,437,28.69,29.84,100548.34,258520.58,13.16,14.07,14.2,14.27,91.92,104.46,104.97,105.01,105.03,0.48,
[2026-05-06 15:05:19.671] ,437,28.67,29.89,100548.88,259109.31,13.12,14.04,14.17,14.24,91.63,104.14,104.66,104.71,104.72,0.48,
[2026-05-06 15:05:24.680] ,438,28.66,30,100549.28,258520.58,12.92,13.84,14,14.07,90.2,102.54,103.08,103.12,103.14,0.5,
[2026-05-06 15:05:29.694] ,438,28.66,29.96,100549.55,257351.09,13.03,14.01,14.2,14.3,90.9,103.41,103.99,104.04,104.06,0.52,
[2026-05-06 15:05:34.714] ,442,28.68,29.82,100549.36,257157.2,13.16,14.19,14.42,14.53,91.68,104.37,104.99,105.05,105.06,0.52,
